index,id,time,link,message,like,share,comment
0,1282973728458676_1997212310569587,1534219200,https://www.facebook.com/CH3Thailand/videos/1997212310569587/,“นี่จะกวนประสาทกันไปถึงไหนวะ!” “มายาวี” ให้ “เกม” ช่วยดูแลงานให้ “เมจิก” บอยแบนด์หนุ่มตกอับเด็กฝาก เกมไม่ถูกชะตาเมจิกตั้งแต่แรกเจอ เมจิกยียวนจนเกมโมโห เมจิกเคยแข่งกันจีบสาวกับสัตยามาตั้งแต่สมัยเรียน ได้มาเจอสัตยาคราวนี้ก็แกรนโอเพ่นนิ่งเป็นเกย์ซะแล้ว! เลยอดอยากรู้อยากเห็นไม่ได้ แถมยังตามแกล้งตามแหย่สัตยาตลอด ๆ สัตยาเลยต้องแอ๊บให้เนียนเพื่อไม่ให้ความแตก ฟาก “จริงใจ” เองก็โดนเมจิกตามจีบจนเริ่มใจอ่อน ทำให้สัตยาออกอาการอิจฉา,4,0,0
1,1282973728458676_1798615610227816,1534218300,https://www.facebook.com/CH3Thailand/posts/1798615610227816,คลิปรุมทำร้ายกันบนรถเมล์ คนทำจะได้รับโทษอะไรบ้าง มาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13326 ติดตาม คลิปข้างศาล ทุกวันจันทร์ – ศุกร์ เวลา 12.10 น. ทางช่อง 33,26,0,0
2,1282973728458676_1798691430220234,1534218286,https://www.facebook.com/CH3Thailand/posts/1798691430220234,เปิดช่อง 13 กันอยู่หรือเปล่าเอ่ย สนุกมาก ๆ เลยนะคะ ห้ามพลาด!  จางโบรี ฝันนี้ต้องสู้❤️❤️❤️,27,2,0
3,1282973728458676_1798612533561457,1534217400,https://www.facebook.com/CH3Thailand/posts/1798612533561457,สาวๆ ห้ามพลาด มาดูวิธีปราบหนุ่มเจ้าชู้ให้อยู่หมัดกันค่ะ http://www.ch3thailand.com/news/scoop/13325 ติดตาม “มังกรหยก” ทุกวันจันทร์ – พฤหัสบดี เวลา 12.45 น. ทางช่อง 33 และรับชมรีรัน เวลา 02.15 ในวันถัดไป ทางช่อง 33,35,1,1
4,1282973728458676_290659848153857,1534217265,https://www.facebook.com/CH3Thailand/videos/290659848153857/,Wrong Say Do ซีซั่นสอง! ใน EP. 5 เจนนี่ พาเขนฝรั่งเศสบุกบ้านเกิด เมืองหาดใหญ่ สนุกแน่นอนค่ะ ‍ คลิกเลย👉 https://bit.ly/2MF24uq ‍ #MelloThailand #MelloOriginal #WrongSayDo #WrongSayDoSS2 #เจนนี่ปาหนัน #WSD #ฝรั่งหล่อบอกต่อด้วย #ฝรั่งดีวิตามินซีสูง,40,0,0
5,1282973728458676_1798607610228616,1534214700,https://www.facebook.com/CH3Thailand/posts/1798607610228616,นักร้องสุดฮอตของ “มาสเตอร์คีย์ หีบทองคำ” กลับมาอีกครั้ง http://www.ch3thailand.com/news/scoop/13323 ติดตาม มาสเตอร์คีย์ เวทีแจ้งเกิด ทุกวันจันทร์ – ศุกร์ เวลา 09.55 น. ทางช่อง 33,73,0,0
6,1282973728458676_1798606106895433,1534213502,https://www.facebook.com/CH3Thailand/posts/1798606106895433,ทำไมนายหัว“หฤษฎิ์” ถึงต้องโหดขนาดนี้ เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13322 ติดตาม  จำเลยรัก ทุกวันจันทร์ – ศุกร์ เวลา 08.00 น. ทางช่อง 33,256,,2
7,1282973728458676_1798007656955278,1534212001,https://www.facebook.com/CH3Thailand/posts/1798007656955278,"""ต่อไปนี้ผมจะตามหาพ่อแม่ ตามหาประวัติของตัวผมเอง และปิ่นมุกจะเป็นไพ่ใบสำคัญของผม"" ดูย้อนหลัง ดวงใจในไฟหนาว EP.01 | 13-08-61 http://www.ch3thailand.com/news/scoop/13320 #ดวงใจในไฟหนาว #Ch3Thailand",119,2,0
8,1282973728458676_1797993606956683,1534210201,https://www.facebook.com/CH3Thailand/posts/1797993606956683,"""นายไม่ใช่คนของฉัน ไม่มีสิทธิ์เรียกฉันว่านายหญิง"" ดูย้อนหลัง นักสู้เทวดา EP.16 | 13-08-61 http://www.ch3thailand.com/news/scoop/13319 #นักสู้เทวดา #Ch3Thailand",124,,0
9,1282973728458676_1797986183624092,1534208401,https://www.facebook.com/CH3Thailand/posts/1797986183624092,คนโสดราศีใดมีเกณฑ์จะได้พบคู่สักที เช็กเลย! ดวงวันอังคารที่ 14 ส.ค. 2018 http://www.ch3thailand.com/news/scoop/13318 #Ch3Thailand #ดูดวง #ดวง,179,1,0
10,1282973728458676_1797973460292031,1534204800,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1797971086958935/?type=3,"โปรแกรมเด็ดวันนี้ ตามไปดูความกวนประสาทของ ""เยี่ยมยุทธ"" กันต่อใน #ดวงใจในไฟหนาว พบกับตอนแรกของ #ปดิวรัดา ที่กลับมาสร้างความประทับใจอีกครั้ง ร่วมด้วย #วิ่งสู้ฟัด #อัศจรรย์โลก3มิติ #สูงแค่ไหนไปให้ถึง ดูเพิ่มเติมที่ www.ch3thailand.com #Ch3Thailand #ช่อง33 #ช่อง28 #ช่อง13",195,2,3
11,1282973728458676_1792696930819684,1534200000,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792696217486422/?type=3,ตารางออกอากาศ ประจำวันอังคารที่ 14 สิงหาคม 2561 ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง33 #ช่อง3,108,1,3
12,1282973728458676_1792695450819832,1534199700,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792694434153267/?type=3,ตารางออกอากาศ ประจำวันอังคารที่ 14 สิงหาคม 2561 ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง28 #ช่อง3,12,0,1
13,1282973728458676_1792693507486693,1534199400,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792693060820071/?type=3,ตารางออกอากาศ ประจำวันอังคารที่ 14 สิงหาคม 2561 ของ #ช่อง13 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง13 #ช่อง3,12,0,0
14,1282973728458676_1990931704532065,1534176207,https://www.facebook.com/CH3Thailand/videos/1990931704532065/,ยังมีปมหลายๆ อย่าง ที่รอการเปิดเผย เนื้อเรื่องสนุกเข้มข้นขึ้นเรื่อยๆ  ติดตาม #ดวงใจในไฟหนาว พรุ่งนี้ เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,281,6,0
15,1282973728458676_1760320444023355,1534171061,https://www.facebook.com/CH3Thailand/videos/1760320444023355/,"""ฉันมีหนี้สิน เงินเดือนชักหน้าไม่ถึงหลัง"" นึกว่าเยี่ยมยุทธ จะเห็นใจดาวเหนือ ยังจะไปแกล้งเขาอีก ร้ายจริงๆ  ดูสด #ดวงใจในไฟหนาว (ตอนแรก) พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",678,16,11
16,1282973728458676_1797141813708529,1534168801,https://www.facebook.com/CH3Thailand/posts/1797141813708529,“เฮียซ้ง” จะพาไปฟิน กับของอร่อยย่านเจริญกรุง เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13308 ติดตาม กินเที่ยวอะราวเดอะเวิลด์ คืนนี้ เวลา 23.00 น. ทางช่อง 28,187,1,0
17,1282973728458676_671255349896239,1534168421,https://www.facebook.com/CH3Thailand/videos/671255349896239/,"""นี่คุณเป็นใคร"" เจอกันครั้งแรกก็ไม่ชอบหน้ากันซะแล้ว สนุกตั้งแต่เริ่มเรื่องเลยค่ะ ดูสด #ดวงใจในไฟหนาว (ตอนแรก) พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",604,21,12
18,1282973728458676_2144561872487733,1534167900,https://www.facebook.com/CH3Thailand/videos/2144561872487733/,"#ตลาดเด็ดประเทศไทย ซีซั่น2 วันนี้เยือนถิ่นบุรีรัมย์ เมืองที่เต็มเปี่ยมไปด้วยประวัติศาสตร์หลายพันปี กับ 2 คู่หู ""ติ๊นา-ศุภนาฎ"" และ ""มีน-สรัลธร"" พบกันเวลา 21.30 น. ทาง #ช่อง28 ดูออนไลน์ คลิก ch3thailand.com/live/28 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",111,4,1
19,1282973728458676_1797411117014932,1534166400,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1797410383681672/?type=3,เรื่องราวของ เยี่ยมยุทธ และสามสาว ที่เขาเข้ามาเกี่ยวข้องด้วย จะวุ่นวายขนาดไหน ดูสด #ดวงใจในไฟหนาว (ตอนแรก) พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,393,6,1
20,1282973728458676_1645900218872977,1534164300,https://www.facebook.com/CH3Thailand/videos/1645900218872977/,ทุกคืนวันจันทร์-พฤหัสบดี เวลา 20.30 น. และศุกร์ 20.45 น. พบกับสารคดีระดับโลกใน #อัศจรรย์โลก3มิติ วันนี้ สำรวจป่าไม้และภูเขาในแถบอเมริกาใต้ รับชมได้ทาง #ช่อง13 ดูออนไลน์ คลิก ch3thailand.com/live/13 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,120,1,0
21,1282973728458676_1797407907015253,1534163400,https://www.facebook.com/CH3Thailand/posts/1797407907015253,แผนการจีบ ปิ่นมุก ของ เยี่ยมยุทธ เริ่มต้นขึ้นแล้ว แต่ก็มีอุปสรรคสำคัญคือ ดาวเหนือ คืนนี้ ติดตาม #ดวงใจในไฟหนาว (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,709,14,3
22,1282973728458676_1258281060974163,1534161601,https://www.facebook.com/CH3Thailand/videos/1258281060974163/,ละครมาวันแรก..อารมณ์ตื่นเต้นก็จะมากๆ หน่อย 🤩 ใกล้ออนแอร์แล้วนะคะ ติดหน้าจอรอไว้เลย คืนนี้ ติดตาม #ดวงใจในไฟหนาว (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,260,,0
23,1282973728458676_1797513790337998,1534158900,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1797512080338169/?type=3,"คืนนี้ ห้ามพลาด! พบกับเสน่ห์ของคุณ ""เยี่ยมยุทธ"" ที่จะทำให้สาวๆ ต้องใจละลาย #ดวงใจในไฟหนาว คืนนี้เสนอเป็นตอนแรก รับชมได้ในเวลา 20.20 น. ทาง #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",524,8,3
24,1282973728458676_1797404057015638,1534158001,https://www.facebook.com/CH3Thailand/posts/1797404057015638,แผนของ เท คืออะไรกันแน่ และเขาจะปกป้องนายหญิง ได้มั้ย วันนี้ ติดตาม #นักสู้เทวดา เวลา 19.05 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,531,1,2
25,1282973728458676_1797399417016102,1534156200,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1797398677016176/?type=3,เสน่ห์ล้น..ปล้นใจสาวขนาดนี้..เยี่ยมยุทธใช้วิธีอะไร 👉🏻 คืนนี้ 20.20 น. มาดูลีลาจีบสาวของเขากัน ห้ามพลาด! 🤩#ดวงใจในไฟหนาว #Ch3Thailand,431,4,2
26,1282973728458676_1978052088928704,1534154400,https://www.facebook.com/CH3Thailand/videos/1978052088928704/,ความสนุกเริ่มขึ้นแล้ว เรื่องราวของ เยี่ยมยุทธ และดาวเหนือ จะเป็นอย่างไร  คืนนี้ ติดตาม #ดวงใจในไฟหนาว (ตอนแรก) เวลา 20.20 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,310,,4
27,1282973728458676_2246895528878245,1534152600,https://www.facebook.com/CH3Thailand/videos/2246895528878245/,นอนเล่นกันมาวันสองวัน...กลับมาเปิดนักสู้เทวดาให้เลือดมันสูบฉีด เอาใจช่วยนายหญิงให้พ้นเงื้อมมือณรงค์ฤทธิ์  #นักสู้เทวดา #จันทร์ถึงศุกร์ #ทุ่มห้านาที #ดูสดสนุกสุด #ช่อง33 ขอให้เทไปช่วยทันเหอะ นายหญิงดูท่าจะลำบาก,392,11,0
28,1282973728458676_1797234557032588,1534150800,https://www.facebook.com/CH3Thailand/posts/1797234557032588,กฎเหล็กที่ว่ามีอะไรบ้าง เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13317 ติดตาม “Magnificent Century : สุไลมาน สุลต่านผู้เกรียงไกร” ทุกวันจันทร์ – วันพุธ เวลา 20.30 - 21.30 น. ช่อง 28,270,2,2
29,1282973728458676_1797233407032703,1534149001,https://www.facebook.com/CH3Thailand/posts/1797233407032703,หญิงใดที่ได้ชื่อว่าเป็น “เมียกลางเมือง” จะมีศักดิ์ศรีต่างจากเมียอื่นอย่างไร มาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13316 ติดตาม นางบาป ทุกวันพุธ – พฤหัสบดี เวลา 20.20 น. ทางช่อง 33,1065,4,3
30,1282973728458676_1797232027032841,1534147201,https://www.facebook.com/CH3Thailand/posts/1797232027032841,มาทำความรู้จักตัวละคร ก่อนจะไปดู ดวงใจในไฟหนาว กันค่ะ http://www.ch3thailand.com/news/scoop/13315 ติดตาม “ดวงใจในไฟหนาว” ทุกวันจันทร์ – อังคาร เวลา 20.20 น. ทางช่อง 33 เริ่มตอนแรกคืนนี้ ห้ามพลาด!,839,,1
31,1282973728458676_1797145223708188,1534145401,https://www.facebook.com/CH3Thailand/posts/1797145223708188,“เปาบุ้นจิ้น” ได้รับสิทธิ์พิเศษตัวแทน “พระเจ้าเหรินจง” จักรพรรดิผู้ยิ่งใหญ่แห่งแดนมังกร http://www.ch3thailand.com/news/scoop/13313 ติดตาม “เปาบุ้นจิ้น 7 ผู้กล้า 5 ผู้ทรงธรรม” ทุกวันจันทร์-ศุกร์ เวลา 15.45 น. ทาง ช่อง 13,102,,0
32,1282973728458676_1797144333708277,1534143601,https://www.facebook.com/CH3Thailand/posts/1797144333708277,ความรักเกิดขึ้นได้ทุกเมื่อจริง ไม่เว้นแม้แต่กับศัตรู เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13312 ติดตาม นักสู้เทวดา ทุกวันจันทร์ – พฤหัสบดี เวลา 19.05 น. และวันศุกร์ เวลา 18.45 น. ทางช่อง 33,333,1,0
33,1282973728458676_1797143310375046,1534141800,https://www.facebook.com/CH3Thailand/posts/1797143310375046,นักแสดงนำและผู้จัด การันตีแล้วว่าเข้มข้น เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13310 ติดตาม “ดวงใจในไฟหนาว” ทุกวันจันทร์ – อังคาร เวลา 20.20 น. ทางช่อง 33 คืนนี้ตอนแรก ห้ามพลาด!,341,3,1
34,1282973728458676_1797140700375307,1534140001,https://www.facebook.com/CH3Thailand/posts/1797140700375307,เปิดตำนานคำสาบาน ที่หลายๆ ครั้งกลายมาเป็นคำสาปแก่ตัวเอง เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13298 ติดตาม นางบาป ทุกวันพุธ – พฤหัสบดี เวลา 20.20 น. ทางช่อง 33,389,2,0
35,1282973728458676_1797139673708743,1534138200,https://www.facebook.com/CH3Thailand/posts/1797139673708743,“ตัวละครลูกกตัญญู” มีวิธีตอบแทนพระคุณของแม่ในแบบฉบับของตัวเองอย่างไรบ้าง มาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13309,810,4,2
36,1282973728458676_1797061267049917,1534135500,https://www.facebook.com/CH3Thailand/posts/1797061267049917,มาดูความน่ารักของดาราช่อง 3 กับคุณแม่กันค่ะ ว่าเป็นยังไงกันบ้าง http://www.ch3thailand.com/news/scoop/13311,871,1,3
37,1282973728458676_1797062230383154,1534134600,https://www.facebook.com/CH3Thailand/posts/1797062230383154,ร่วมไขคดีปริศนา และหาตัวฆาตกรไปกับ เชอร์ล็อค โฮล์มส์ http://www.ch3thailand.com/news/scoop/13297 ติดตาม “เชอร์ล็อค โฮล์มส์ เกมพญายมเงามรณะ (Sherlock Holmes A game of Shadows)” วันนี้ เวลา  11.30 น.ทางช่อง 33,112,1,0
38,1282973728458676_1796874310401946,1534132800,https://www.facebook.com/CH3Thailand/videos/1796874310401946/,"รายการพิเศษ วันหยุดชดเชย วันแม่แห่งชาติ พบกับ จอมวายร้ายยอดอัจฉริยะป่วนเมือง ต้องตามสืบสวนหาเบาะแสผู้บงการ มาลุ้นระทึกกันใน ภาพยนตร์เรื่องยาว ""เชอร์ล็อค โฮล์มส์ เกมพญายมเงามรณะ"" (Sherlock Holmes A Game Of Shadows) ในเวลา 11.30 น. ทาง #ช่อง33 #Ch3Thailand",69,2,0
39,1282973728458676_1797029273719783,1534131900,https://www.facebook.com/CH3Thailand/posts/1797029273719783,เมื่อชีวิตถูกบังตาด้วยสมบัติกองโต อาจมีเรื่องไม่คาดฝันเกิดขึ้น! http://www.ch3thailand.com/news/scoop/13296 ติดตาม  “กลเกมชีวิต That is my life” ทุกวันจันทร์-พฤหัสบดี เวลา 21.30 น. ทาง ช่อง 13,64,,0
40,1282973728458676_1797028220386555,1534131001,https://www.facebook.com/CH3Thailand/posts/1797028220386555,มารู้จักความหมายของสัตว์ศักดิ์สิทธิ์ประจำกายของ “กรรติเกยะ” กันค่ะ http://www.ch3thailand.com/news/scoop/13295 ติดตาม “มหากาลี เทวีพิทักษ์โลก” ทุกวันจันทร์ - พฤหัสบดี เวลา 18.20 - 19.05 น. และวันศุกร์ เวลา 18.00 - 18.45 น. ช่อง 33,156,,1
41,1282973728458676_1797007327055311,1534129201,https://www.facebook.com/CH3Thailand/posts/1797007327055311,“พระมเหสีทันกยอง” ผู้อาภัพต้องพลัดพรากจากคนรัก http://www.ch3thailand.com/news/scoop/13293 ติดตาม “7 วันบัลลังก์ราชินี” ทุกวันจันทร์-พฤหัสบดี เวลา 18.20 น. และวันศุกร์เวลา 18.00 น. ทาง ช่อง 13,365,1,0
42,1282973728458676_1796988267057217,1534127204,https://www.facebook.com/CH3Thailand/posts/1796988267057217,มาร่วมบอกรักแม่ไปพร้อมเหล่านักแสดงช่อง 3 และศิลปิน http://www.ch3thailand.com/news/scoop/13294 ติดตาม บันทึกภาพการแสดง “คอนเสิร์ตคิดถึงแม่” ครั้งที่ 21 วันนี้ เวลา 09.30 ทางช่อง 33,348,5,0
43,1282973728458676_1796853613737349,1534123800,https://www.facebook.com/CH3Thailand/posts/1796853613737349,"""มันจะไปอกหักจากใครได้ ถ้าไม่ใช่แม่อนงค์ของฉัน ไอ้เพื่อนทรยศ"" ดูย้อนหลัง ใต้ปีกปักษา EP.05 | 12-08-61 http://www.ch3thailand.com/news/scoop/13292 #ใต้ปีกปักษา #MyHeroวีรบุรุษสุดที่รัก #Ch3Thailand",435,8,3
44,1282973728458676_1792377370851640,1534122660,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792376594185051/?type=3,"เชอร์ล็อค โฮล์มส์ เคยเป็นผู้ได้รับการกล่าวขานว่าเป็นผู้ทรงสติปัญญาที่สุด ทว่า ณ บัดนี้ ศาสตราจารย์มอริอาตีได้ปรากฏขึ้น เป็นผู้จอมบงการคนใหม่ โดยมีสติปัญญาเทียบเท่ากับเชอร์ล็อค โฮล์มส์ อีกทั้งมีความชั่วร้ายปราศจากการรู้ผิดชอบชั่วดี เมื่อเหตุการณ์ได้นำพาให้ทั้งคู่ได้มาพบกัน  โฮล์มส์ได้ติดตามเบาะแสไปที่สโมสรใต้ดินอันเป็นที่เขาและไมครอฟต์ โฮล์มส์ ผู้เป็นพี่ชายได้ร่วมดื่มอวยพรให้แก่นายแพทย์วัตสัน  และที่แห่งนี้โฮล์มส์ก็ได้พบกับซิม ผู้เป็นหมอดูไพ่ยิปซีที่สามารถล่วงรู้ถึงสิ่งต่าง ๆ ได้มากกว่าที่เธอได้บอกไว้ ส่งผลให้เธอตกเป็นเป้าหมายรายต่อไปจากฆาตกร  การสืบสวนสอบสวนครั้งนี้เป็นมหันตภัยครั้งใหญ่ เมื่อวายร้ายรายนี้ได้พาโฮล์มส์, วัตสัน และซิม ออกจากอังกฤษไปฝรั่งเศส, เยอรมนี และสวิตเซอร์แลนด์ ซึ่งเป็นสถานที่ชี้ชะตาแห่งความเป็นความตายครั้งประวัติศาสตร์ของเชอร์ล็อค โฮล์มส์",166,7,0
45,1282973728458676_1796833047072739,1534122001,https://www.facebook.com/CH3Thailand/posts/1796833047072739,ราศีใดจะมีลาภลอยไม่คาดคิด เช็กเลย! ดวงวันจันทร์ที่ 13 ส.ค. 2018 http://www.ch3thailand.com/news/scoop/13291 #Ch3Thailand #ดูดวง #ดวง,347,5,1
46,1282973728458676_1796829770406400,1534118262,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1796829037073140/?type=3,โปรแกรมน่าสนใจจากช่อง3 วันหยุดชดเชย 13 ส.ค. 61 ดูเพิ่มเติมได้ที่ www.ch3thailand.com #Ch3Thailand #ช่อง33 #ช่อง28 #ช่อง13 #ดวงใจในไฟหนาว #ตามรักคืนใจ #กีซึงนังจอมนางสองแผ่นดิน #มหากาลีเทวีพิทักษ์โลก #SherlockHolmes,260,0,2
47,1282973728458676_1792691274153583,1534113600,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792690760820301/?type=3,ตารางออกอากาศ ประจำวันจันทร์ที่ 13 สิงหาคม 2561 ของ #ช่อง33 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง33 #ช่อง3,192,3,1
48,1282973728458676_1792689664153744,1534113300,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792689090820468/?type=3,ตารางออกอากาศ ประจำวันจันทร์ที่ 13 สิงหาคม 2561 ของ #ช่อง28 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง28 #ช่อง3,35,1,0
49,1282973728458676_1792687957487248,1534113001,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1792687397487304/?type=3,ตารางออกอากาศ ประจำวันจันทร์ที่ 13 สิงหาคม 2561 ของ #ช่อง13 ติดตามผังรายการช่อง3 เพิ่มเติมที่ ch3thailand.com/ผังรายการช่อง3 #Ch3Thailand #ผังรายการช่อง13 #ช่อง3,33,1,0
50,1282973728458676_1796193343803376,1534086552,https://www.facebook.com/CH3Thailand/videos/1796193343803376/,"""ทำไมคนดีๆ อย่างคุณพ่อต้องตายด้วยคะ"" เล่นใหญ่มากค่ะ น้องริศา  ดูสด #ใต้ปีกปักษา พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",652,10,3
51,1282973728458676_1796105627145481,1534083302,https://www.facebook.com/CH3Thailand/videos/1796105627145481/,"""ริศาทำเหมือนที่เราซ้อมไว้"" พี่อคิน จะทำอะไรปรึกษา ริศา ก่อนนะคะ สงสารน้อง ดูสด #ใต้ปีกปักษา พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand",671,14,0
52,1282973728458676_1795787917177252,1534080600,https://www.facebook.com/CH3Thailand/videos/1795787917177252/,"พรุ่งนี้เตรียมพบกับ ""พี่ติ๊ก"" #ติ๊กเจษฎาภรณ์ ที่จะนำทางไปพบกับการเรียนรู้เรื่องใหม่ๆ ธรณีวิทยาภูเขาหิน และหัตกรรมพื้นบ้าน พร้อมพบกับบรรยากาศแหล่งประวัติศาสตร์ ธรรมชาติโรแมนติก ที่อุทยานแห่งชาติภูหินร่องกล้า จ.พิษณุโลก ติดตามได้ในรายการ #เนวิเกเตอร์ จันทร์ที่ 13 ส.ค. เวลา 8:00 น. ทาง #ช่อง33 #Ch3Thailand",284,14,2
53,1282973728458676_1795918033830907,1534079700,https://www.facebook.com/CH3Thailand/photos/a.1330600120362703.1073741828.1282973728458676/1795916550497722/?type=3,ย้อนเวลาไปงานแต่งของ อัศนี และอนงค์ ช่วงเวลาสำคัญ ที่ทิ้งเรื่องราวน่าสงสัย ไว้มากมาย ดูสด #ใต้ปีกปักษา พร้อมกันตอนนี้ทางทีวี #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand,589,12,3
54,1282973728458676_1795691167186927,1534078801,https://www.facebook.com/CH3Thailand/posts/1795691167186927,“ศรุต-ศรันย์” สองพ่อลูกจอมแสบวางแผนใส่ยาสลบให้ “สาริศา”  http://www.ch3thailand.com/news/scoop/13275 คืนนี้ ติดตาม #ใต้ปีกปักษา เวลา 20.15 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,314,0,0
55,1282973728458676_1795915620497815,1534077000,https://www.facebook.com/CH3Thailand/posts/1795915620497815,เรื่องราวในอดีต มาถึงช่วงสำคัญ เวลาที่ อนงค์ กำลังท้อง และรอ อัศนี กลับมา คืนนี้ ติดตาม #ใต้ปีกปักษา เวลา 20.15 น. เปิดทีวี #ช่อง33 ดูสดไปพร้อมกันค่ะ #Ch3Thailand,1213,5,4
56,1282973728458676_1795690013853709,1534075201,https://www.facebook.com/CH3Thailand/posts/1795690013853709,ใครจะไปรู้ว่าความจริงแล้ว “กว่าจะมาเป็นนักบิน” ไม่ใช่เรื่องง่ายเลย เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13273 ติดตาม ใต้ปีกปักษา ทุกวันศุกร์ เวลา 20.00 น. วันเสาร์และอาทิตย์ เวลา 20.15 น. ไปพร้อมๆ กัน ทางช่อง 33,571,5,0
57,1282973728458676_1795768407179203,1534073400,https://www.facebook.com/CH3Thailand/videos/1795768407179203/,"""ริสา"" กำลังตกอยู่ในอันตรายจาก ""ศรันย์""! ""อคิน"" และ ""อัศนี"" จะตามไปช่วยทันมั้ย? ติดตามได้ใน #ใต้ปีกปักษา คืนนี้ 20.15 น. ทาง #ช่อง33 ดูออนไลน์ คลิก ch3thailand.com/live/33 หรือดูผ่านแอปพลิเคชัน #Ch3Thailand #MyHeroวีรบุรุษสุดที่รัก",472,1,2
58,1282973728458676_1795688953853815,1534071600,https://www.facebook.com/CH3Thailand/posts/1795688953853815,นิสัยแบบไหนกัน ที่จะเหมาะกับอาชีพนี้ เข้ามาดูกันค่ะ http://www.ch3thailand.com/news/scoop/13274 ติดตาม “เฉือนคมยอดทนาย” ทุกวันเสาร์-อาทิตย์ เวลา 21.30 น. ทาง ช่อง 13,171,1,0
